no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
no selectJudge  0
t,1527530,0.103759,-0.046011,1.194534,5.547447
t,1537374,0.127226,-0.039688,2.346689,10.409146
t,1547370,0.136613,-0.032608,0.938676,5.110721
t,1557375,0.140368,-0.024666,0.375471,3.042454
t,1567379,0.262179,-0.015708,12.181112,50.757587
t,1577359,0.310903,-0.005742,4.872447,22.986868
t,1587516,0.330393,0.004427,1.948977,11.940388
t,1597446,0.400256,0.014788,6.986332,32.597912
t,1607402,0.436249,0.025577,3.599230,19.963995
t,1617406,0.450646,0.036343,1.439694,11.836622
t,1627381,0.462867,0.046866,1.222169,11.252392
t,1637396,0.485295,0.057380,2.242792,15.629527
t,1647405,0.494266,0.067793,0.897118,10.602159
t,1657402,0.497855,0.077539,0.358847,8.647001
t,1667404,0.512937,0.086644,1.508176,13.416500
t,1677387,0.521268,0.095572,0.833184,10.981629
t,1687409,0.524601,0.104057,0.333273,9.160150
t,1697413,0.521087,0.111900,-0.351411,6.522625
t,1707391,0.508583,0.119352,-1.250392,2.928566
t,1717377,0.503581,0.126389,-0.500160,5.859828
t,1727434,0.501581,0.132569,-0.200063,7.065993
t,1737687,0.456284,0.137691,-4.529679,-10.357145
t,1747385,0.438165,0.142168,-1.811871,0.051534
t,1757376,0.430918,0.145903,-0.724748,4.234442
t,1767415,0.408630,0.148759,-2.228785,-1.892482
t,1777576,0.353538,0.150936,-5.509186,-15.380471
t,1787381,0.331501,0.151957,-2.203673,-2.765234
t,1797418,0.322687,0.151864,-0.881469,2.275837
t,1807411,0.319161,0.151325,-0.352591,4.287232
t,1817537,0.260232,0.150228,-5.892897,-18.096998
t,1827403,0.228613,0.148479,-3.161857,-7.874477
t,1837391,0.215966,0.146417,-1.264742,-0.660769
t,1847393,0.210907,0.144294,-0.505897,2.211730
t,1857405,0.208883,0.142352,-0.202358,3.349808
t,1867408,0.208074,0.140622,-0.080943,3.795507
t,1877389,0.207750,0.138978,-0.032377,3.964260
t,1887405,0.234913,0.138134,2.716327,15.028890
t,1897396,0.249802,0.138397,1.488879,10.438027
t,1907387,0.255758,0.139123,0.595552,7.038729
t,1917378,0.258140,0.140427,0.238222,5.689152
t,1927404,0.319535,0.142709,6.139493,29.525070
t,1937407,0.344093,0.145737,2.455795,15.508180
t,1947397,0.353916,0.149080,0.982320,9.922754
t,1957374,0.388071,0.152732,3.415507,19.892727
t,1967408,0.405182,0.156695,1.711074,13.507504
t,1977409,0.412026,0.160800,0.684431,9.633618
t,1987377,0.416380,0.164664,0.435346,8.757424
t,1997392,0.422204,0.168156,0.582397,9.441557
t,2007377,0.424533,0.171520,0.232959,8.142671
t,2017410,0.425465,0.174792,0.093186,7.642393
t,2027396,0.433152,0.177930,0.768685,10.408152
t,2037560,0.436227,0.180958,0.307477,8.679686
t,2047392,0.437456,0.183942,0.122988,8.006005
t,2057439,0.404491,0.186139,-3.296536,-5.736720
t,2067407,0.386132,0.187226,-1.835921,-0.268116
t,2077386,0.378788,0.187844,-0.734368,3.938656
t,2087368,0.375851,0.187964,-0.293750,5.620081
t,2097368,0.350674,0.187415,-2.517712,-3.386175
t,2107360,0.340603,0.186436,-1.007086,2.364565
t,2117383,0.336574,0.185255,-0.402832,4.656971
t,2127332,0.321317,0.183803,-1.525775,0.064630
t,2137477,0.314064,0.182083,-0.725266,3.075119
t,2147380,0.311163,0.180248,-0.290108,4.716178
t,2157512,0.293845,0.178219,-1.731783,-1.151777
t,2167641,0.244249,0.175739,-4.959597,-14.409803
t,2177380,0.224411,0.172853,-1.983838,-3.091103
t,2187378,0.216475,0.169828,-0.793536,1.417675
t,2197409,0.140996,0.166468,-7.547908,-25.939215
t,2207580,0.110805,0.162666,-3.019162,-8.707616
nextSection 2 =============================
t,2237284,-0.051840,0.000024,0.000000,-0.673680
t,2247423,-0.095271,-0.000711,-4.343029,-18.183441
t,2257261,-0.112643,-0.001751,-1.737211,-8.256986
t,2267258,-0.161155,-0.003120,-4.851223,-21.045982
t,2277291,-0.180560,-0.004828,-1.940490,-9.963473
t,2287307,-0.188322,-0.006673,-0.776196,-5.542073
t,2297280,-0.220510,-0.008717,-3.218816,-15.507181
t,2307266,-0.313491,-0.011387,-9.298075,-40.451740
t,2317281,-0.350683,-0.014708,-3.719229,-19.210947
t,2327301,-0.365560,-0.018289,-1.487693,-10.737172
t,2337275,-0.435759,-0.022295,-7.019910,-33.265472
t,2347263,-0.463839,-0.026793,-2.807963,-17.248894
t,2357284,-0.475071,-0.031488,-1.123184,-10.871215
t,2367288,-0.517271,-0.036450,-4.220039,-23.547171
t,2377262,-0.539899,-0.041736,-2.262807,-16.260988
t,2387309,-0.548950,-0.047180,-0.905120,-11.138120
t,2397274,-0.544492,-0.052647,0.445825,-5.866148
t,2407299,-0.524020,-0.057990,2.047205,0.591945
t,2417281,-0.515831,-0.063189,0.818878,-4.144067
t,2427258,-0.512556,-0.068331,0.327551,-6.069080
t,2437268,-0.487818,-0.073333,2.473757,2.572691
t,2447309,-0.477923,-0.078161,0.989503,-3.135552
t,2457455,-0.473965,-0.082921,0.395802,-5.447125
t,2467272,-0.464303,-0.087612,0.966191,-3.143915
t,2477262,-0.438816,-0.092128,2.548665,3.313902
t,2487318,-0.428622,-0.096465,1.019466,-2.560815
t,2497466,-0.424544,-0.100731,0.407788,-4.936004
t,2507265,-0.428036,-0.104994,-0.349250,-7.976486
t,2517256,-0.429433,-0.109281,-0.139701,-7.220280
t,2527284,-0.429992,-0.113578,-0.055879,-6.943609
t,2537396,-0.409211,-0.117774,2.078116,1.607168
t,2547267,-0.344773,-0.121544,6.443796,19.433313
t,2557273,-0.318998,-0.124863,2.577517,4.656713
t,2567265,-0.308688,-0.128001,1.031008,-1.272022
t,2577272,-0.282454,-0.130957,2.623400,5.249791
t,2587285,-0.271960,-0.133729,1.049361,-0.780267
t,2597257,-0.267763,-0.136428,0.419745,-3.208188
t,2607262,-0.214730,-0.138840,5.303308,16.503016
t,2617262,-0.186044,-0.140844,2.868545,7.360311
t,2627249,-0.174570,-0.142647,1.147416,0.779042
t,2637244,-0.168365,-0.144362,0.620539,-1.212255
t,2647245,-0.162375,-0.146015,0.599000,-1.234926
t,2657261,-0.159979,-0.147627,0.239600,-2.621554
t,2667253,-0.159020,-0.149222,0.095840,-3.185711
t,2677253,-0.163186,-0.150833,-0.416540,-5.254251
t,2687249,-0.166001,-0.152479,-0.281574,-4.780949
t,2697300,-0.167128,-0.154145,-0.112630,-4.153368
t,2707400,-0.174041,-0.155851,-0.691348,-6.517302
t,2717267,-0.190838,-0.157675,-1.679683,-10.608408
t,2727289,-0.197557,-0.159642,-0.671872,-6.784956
t,2737370,-0.200244,-0.160895,-0.268748,-5.260244
t,2747481,-0.210417,-0.161909,-1.017255,-8.321798
t,2757266,-0.215061,-0.162667,-0.464378,-6.233534
t,2767293,-0.216918,-0.163118,-0.185750,-5.175547
t,2777279,-0.216045,-0.163439,0.087270,-4.102625
t,2787431,-0.215696,-0.163553,0.034909,-4.303441
t,2797273,-0.215557,-0.163040,0.013964,-4.378174
t,2807257,-0.215501,-0.161874,0.005585,-4.398470
t,2817291,-0.217094,-0.160456,-0.159338,-5.048202
t,2827512,-0.218306,-0.158626,-0.121218,-4.896996
t,2837282,-0.218791,-0.156314,-0.048487,-4.596522
t,2847271,-0.218985,-0.153808,-0.019394,-4.460525
t,2857296,-0.193445,-0.150909,2.554035,5.936869
t,2867322,-0.183229,-0.147506,1.021613,0.127258
t,2877268,-0.179142,-0.143874,0.408645,-2.173871
t,2887258,-0.174276,-0.140174,0.486606,-1.769561
t,2897295,-0.168247,-0.136544,0.602904,-1.201324
t,2907283,-0.165835,-0.133015,0.241163,-2.545472
t,2917293,-0.164871,-0.129526,0.096464,-3.062375
t,2927282,-0.170650,-0.126202,-0.577867,-5.734146
t,2937274,-0.173536,-0.123094,-0.288624,-4.612540
t,2947301,-0.174690,-0.120076,-0.115450,-3.921988
t,2957277,-0.175152,-0.117134,-0.046180,-3.628419
t,2967304,-0.175912,-0.114374,-0.075951,-3.726797
t,2977260,-0.176215,-0.111797,-0.030380,-3.527255
t,2987304,-0.176337,-0.109294,-0.012153,-3.432718
t,2997431,-0.176386,-0.106795,-0.004861,-3.379916
t,3007280,-0.176405,-0.104271,-0.001945,-3.343562
t,3017271,-0.176413,-0.101738,-0.000778,-3.313782
t,3027320,-0.182879,-0.099339,-0.646605,-5.892570
t,3037501,-0.195989,-0.097463,-1.311001,-8.635390
t,3047268,-0.201233,-0.096130,-0.524399,-5.622486
t,3057269,-0.203330,-0.095015,-0.209761,-4.411510
t,3067288,-0.175261,-0.093952,2.806953,7.729204
t,3077324,-0.160010,-0.092856,1.525128,2.939311
nextSection 3 =============================
t,3107152,-0.127988,-0.001365,0.000000,-1.677495
t,3117143,-0.121181,-0.002611,0.680713,1.053322
t,3127120,-0.118458,-0.003809,0.272285,-0.516133
t,3137119,-0.118985,-0.004996,-0.052658,-1.802128
t,3147131,-0.118621,-0.006184,0.036413,-1.461898
t,3157117,-0.118475,-0.007370,0.014566,-1.557064
t,3167134,-0.118417,-0.008554,0.005826,-1.602235
t,3177127,-0.121901,-0.009756,-0.348453,-3.041240
t,3187117,-0.123295,-0.010982,-0.139381,-2.256238
t,3197220,-0.123852,-0.012217,-0.055753,-1.949692
t,3207116,-0.102947,-0.013351,2.090520,6.681197
t,3217116,-0.091711,-0.014325,1.123601,3.046551
t,3227132,-0.087217,-0.015219,0.449441,0.466805
t,3237129,-0.059567,-0.015953,2.764961,9.849439
t,3247108,0.011701,-0.016193,7.126795,27.784683
t,3257108,0.040208,-0.015933,2.850718,11.481172
t,3267120,0.051611,-0.015474,1.140287,4.963319
t,3277124,0.130369,-0.014564,7.875813,32.264828
t,3287090,0.161872,-0.013103,3.150326,14.259581
t,3297166,0.174473,-0.011421,1.260130,7.068450
t,3307128,0.256843,-0.009265,8.237004,35.370636
t,3317167,0.300138,-0.006480,4.329416,20.721716
t,3327311,0.317455,-0.003392,1.731765,10.846887
t,3337129,0.343771,-0.000086,2.631596,14.731394
t,3347120,0.406340,0.003665,6.256923,29.721077
t,3357157,0.431368,0.007853,2.502769,15.447122
t,3367200,0.441379,0.012217,1.001108,9.764422
t,3377139,0.459030,0.016719,1.765081,13.018400
t,3387122,0.468390,0.021356,0.935945,9.952813
t,3397146,0.472133,0.026059,0.374377,7.858392
t,3407158,0.473631,0.030788,0.149751,7.049106
t,3417148,0.470722,0.035510,-0.290880,5.340051
t,3427164,0.469558,0.040211,-0.116351,6.052600
t,3437156,0.469093,0.044904,-0.046539,6.365749
t,3447153,0.420486,0.049352,-4.860723,-12.996983
t,3457135,0.394720,0.053428,-2.576551,-4.382903
t,3467160,0.384414,0.057324,-1.030621,1.551200
t,3477140,0.356056,0.061026,-2.835858,-5.820862
t,3487137,0.288012,0.064247,-6.804365,-22.150404
t,3497097,0.260794,0.066991,-2.721745,-6.554572
t,3507181,0.249907,0.069544,-1.088700,-0.301691
t,3517154,0.190967,0.071748,-5.894037,-19.786688
t,3527162,0.159919,0.073503,-3.104837,-9.294895
t,3537159,0.147499,0.075040,-1.241934,-2.175653
t,3547338,0.157073,0.076563,0.957395,6.541422
t,3557140,0.192473,0.078311,3.540014,17.091314
t,3567125,0.206634,0.080306,1.416004,9.011711
t,3577141,0.212298,0.082401,0.566402,5.792843
t,3587144,0.280703,0.084866,6.840596,31.176126
t,3597133,0.308066,0.089175,2.736241,15.567941
t,3607126,0.319011,0.093556,1.094496,9.351233
t,3617167,0.371810,0.098208,5.279905,26.407238
t,3627136,0.399252,0.103251,2.744222,16.925247
t,3637142,0.410229,0.108486,1.097691,10.698833
t,3647179,0.429161,0.113868,1.893243,14.101432
t,3657186,0.472388,0.119561,4.322609,24.194820
t,3667152,0.489678,0.125573,1.729047,14.364824
t,3677150,0.496594,0.131730,0.691617,10.470328
t,3687123,0.519855,0.138048,2.326083,17.210320
t,3697125,0.529159,0.144427,0.930429,11.952011
t,3707143,0.532881,0.150710,0.372171,9.886026
t,3717154,0.534370,0.156941,0.148869,9.096807
t,3727126,0.534965,0.163022,0.059551,8.817017
t,3737111,0.535203,0.168612,0.023818,8.736655
t,3747180,0.522373,0.173640,-1.283062,3.523311
t,3757210,0.485670,0.178222,-3.670281,-6.218171
t,3767111,0.470989,0.182095,-1.468113,2.218163
t,3777107,0.465116,0.185314,-0.587246,5.609397
t,3787117,0.391602,0.187916,-7.351398,-21.700460
t,3797154,0.352425,0.189480,-3.917694,-8.802678
t,3807114,0.336755,0.190141,-1.567078,0.167615
t,3817118,0.325639,0.190365,-1.111555,1.801891
t,3827135,0.310669,0.190240,-1.496971,0.102918
t,3837231,0.304682,0.189566,-0.598788,3.521249
t,3847131,0.302286,0.188413,-0.239515,4.879739
t,3857132,0.285383,0.186987,-1.690355,-1.012535
t,3867142,0.278621,0.185305,-0.676143,2.838172
t,3877130,0.275917,0.183441,-0.270456,4.366548
t,3887182,0.300512,0.181620,2.459520,15.314988
t,3897116,0.313799,0.179963,1.328677,11.060855
t,3907141,0.319114,0.178406,0.531471,8.005270
t,3917126,0.321239,0.176906,0.212589,6.774271
t,3927126,0.376675,0.175703,5.543590,28.273806
t,3937119,0.406897,0.175172,3.022134,18.827705
t,3947144,0.418985,0.175226,1.208854,11.913595
t,3957143,0.418973,0.175520,-0.001180,7.197251
t,3967132,0.411378,0.175969,-0.759518,4.145490
t,3977118,0.408340,0.176848,-0.303805,5.892059
t,3987128,0.407125,0.178181,-0.121522,6.600498
t,3997150,0.411762,0.179722,0.463748,8.958748
t,4007126,0.413617,0.181644,0.185496,7.916903
t,4017123,0.414359,0.184030,0.074202,7.516358
t,4027134,0.407174,0.186600,-0.718504,4.357104
t,4037131,0.403151,0.189129,-0.402361,5.563043
t,4047143,0.401541,0.191405,-0.160944,6.506403
t,4057122,0.400898,0.193422,-0.064379,6.894805
t,4067127,0.345896,0.195061,-5.500114,-15.003183
t,4077161,0.323896,0.195945,-2.200049,-2.410097
t,4087140,0.315096,0.196196,-0.880018,2.626134
t,4097157,0.308344,0.196178,-0.675157,3.337140
t,4107115,0.298053,0.195756,-1.029107,1.818729
t,4117168,0.293937,0.194860,-0.411645,4.164366
t,4127120,0.292290,0.193744,-0.164658,5.095045
t,4137137,0.278451,0.192401,-1.383883,0.146731
t,4147171,0.272916,0.190650,-0.553554,3.295541
t,4157167,0.270701,0.188558,-0.221419,4.541160
t,4167187,0.281846,0.186389,1.114494,9.874419
t,4177322,0.287454,0.184153,0.560755,7.765377
t,4187127,0.289697,0.181794,0.224304,6.458787
t,4197126,0.287363,0.179369,-0.233424,4.619054
t,4207171,0.276480,0.176852,-1.088247,1.118602
t,4217300,0.272127,0.174248,-0.435299,3.582474
t,4227118,0.270386,0.171610,-0.174120,4.552052
t,4237115,0.258868,0.168968,-1.151842,0.562782
t,4247124,0.254260,0.166494,-0.460738,3.173445
t,4257242,0.252417,0.164244,-0.184295,4.205117
t,4267116,0.175966,0.161705,-7.645096,-25.911257
t,4277111,0.135040,0.158977,-4.092653,-12.616062
t,4287385,0.118669,0.156525,-1.637061,-3.276585
t,4297121,0.112121,0.154233,-0.654824,0.446092
t,4307117,-0.034810,0.151308,-14.693069,-56.242413
t,4317139,-0.093582,0.147484,-5.877227,-22.662909
t,4327120,-0.117091,0.143354,-2.350891,-9.257111
t,4337116,-0.338075,0.138044,-22.098438,-89.198456
t,4347141,-0.455208,0.131139,-11.713300,-50.288185
t,4357114,-0.502061,0.123532,-4.685321,-23.564226
t,4367110,-0.540192,0.115549,-3.813016,-20.737770
t,4377123,-0.608636,0.106922,-6.844443,-33.536377
t,4387106,-0.636014,0.097627,-2.737778,-17.969240
t,4397123,-0.646965,0.088048,-1.095110,-11.800993
t,4407208,-0.655894,0.078332,-0.892925,-11.225713
t,4417168,-0.659466,0.068266,-0.357169,-9.283360
t,4427288,-0.660895,0.057746,-0.142866,-8.571349
t,4437128,-0.661466,0.047005,-0.057149,-8.351892
t,4447150,-0.689779,0.036059,-2.831340,-19.648771
nextSection 4 =============================
t,4477018,-0.711996,-0.007088,0.000000,-9.326826
t,4487023,-0.713965,-0.014218,-0.196958,-10.191862
t,4497033,-0.714753,-0.021362,-0.078785,-9.812670
t,4507166,-0.715068,-0.028511,-0.031513,-9.703896
t,4517012,-0.702014,-0.035596,1.305419,-4.391009
t,4527011,-0.696792,-0.042590,0.522161,-7.447777
t,4537033,-0.694704,-0.049548,0.208867,-8.712046
t,4547025,-0.695484,-0.056499,-0.078022,-9.910565
t,4557019,-0.699304,-0.063472,-0.381994,-11.215454
t,4567007,-0.700832,-0.070473,-0.152797,-10.411452
t,4577048,-0.701443,-0.077485,-0.061119,-10.131968
t,4587027,-0.710319,-0.084543,-0.887591,-13.541184
t,4597018,-0.713869,-0.091664,-0.355041,-11.581606
t,4607037,-0.715290,-0.098810,-0.142014,-10.840721
t,4617031,-0.715858,-0.105966,-0.056803,-10.587340
t,4627023,-0.714469,-0.113117,0.138849,-9.877761
t,4637020,-0.714489,-0.120262,-0.001937,-10.498528
t,4647017,-0.714496,-0.127407,-0.000775,-10.565545
t,4657019,-0.714499,-0.134552,-0.000310,-10.635221
t,4667026,-0.712885,-0.141689,0.161457,-10.054709
t,4677037,-0.708156,-0.148794,0.472838,-8.849909
t,4687011,-0.706265,-0.155866,0.189131,-10.002497
t,4697012,-0.705509,-0.162925,0.075656,-10.505804
t,4707061,-0.737097,-0.170138,-3.158838,-23.603107
t,4717186,-0.749732,-0.177572,-1.263535,-16.450029
t,4727017,-0.754786,-0.185095,-0.505412,-13.634278
t,4737031,-0.763271,-0.192685,-0.848466,-15.158394
t,4747113,-0.770748,-0.200355,-0.747651,-14.939110
t,4757162,-0.773738,-0.208078,-0.299060,-13.305709
t,4767041,-0.773319,-0.215813,0.041950,-12.047669
t,4777012,-0.776659,-0.223563,-0.334001,-13.634794
t,4787023,-0.777995,-0.231336,-0.133604,-12.948348
t,4797192,-0.778529,-0.239119,-0.053442,-12.720489
t,4807007,-0.778743,-0.246905,-0.021380,-12.676093
t,4817004,-0.778828,-0.254693,-0.008547,-12.705034
t,4827018,-0.778863,-0.262482,-0.003421,-12.763371
t,4837025,-0.786358,-0.270308,-0.749552,-15.848986
t,4847005,-0.789931,-0.278189,-0.357300,-14.444466
t,4857002,-0.791360,-0.286095,-0.142920,-13.706028
t,4867036,-0.791932,-0.294012,-0.057167,-13.458186
t,4877010,-0.788653,-0.301915,0.327927,-11.992720
